route_id,lag,correlation,p_value
71A,3,-0.21860493729654182,0.0755273866546902
71A,4,-0.1899303337937622,0.12664655889259657
71A,5,-0.19658917780632235,0.11651784475323648
71A,6,-0.08792910626634315,0.4896228892360486
71B,0,-0.7252690935772975,1.2420867034451187e-12
71B,1,-0.5893524770481718,9.951079747604285e-8
71B,2,-0.39530503286077207,0.000848894410031588
71B,3,-0.2437913655557471,0.04680376592322336
71B,4,-0.21339190605135577,0.08536751939147266
71B,5,-0.27735578637121916,0.025298894076684963
71B,6,-0.24330368195331717,0.05271025632369518
71C,0,-0.6468890721246042,1.4473858624064124e-9
71C,1,-0.5249696480534696,3.6418709513742026e-6
71C,2,-0.39443651501331584,0.0008736164277790942
71C,3,-0.30674791644699845,0.011577223180924872
71C,4,-0.36217489135912573,0.0028056379877491704
71C,5,-0.46063339347418153,0.00011285662719257479
71C,6,-0.3826543383349871,0.0018048607502986955
71D,0,-0.6569784809301247,8.753373526511183e-10
71D,1,-0.5295001807016637,3.436714312261979e-6
71D,2,-0.3715922901187892,0.0019611932260850825
71D,3,-0.18356350571883423,0.14011789089707896
71D,4,-0.14654668648563704,0.2440699912780039
71D,5,-0.22318458642306516,0.07627496432629546
71D,6,-0.18265559426484432,0.15190432869751994
74,0,-0.19558730940022734,0.10726982503470725
74,1,-0.19097005735098802,0.11876502560612075
74,2,-0.21628712174239545,0.07875725545430777
74,3,-0.26537239895225495,0.03128126363801435
74,4,-0.27209430207118585,0.02833039012618206
74,5,-0.18934192098441693,0.13401059056935372
74,6,-0.0668293315181523,0.6027836309988177
75,0,-0.17603744595121704,0.14491599116085582
75,1,-0.14585273492921486,0.23176780262549465
