geoid,population,land_area_m2,dist_to_stop_m,pop_density,within_half_mile,density_quartile
42003406000,2289,33295028.0,4501.349222269581,68.74900360498272,false,1
42003414101,5453,9637777.0,4511.333430798319,565.794373536553,false,1
42003564000,7292,42738974.0,4755.411570502281,170.617104659555,false,1
42003409001,9310,24155865.0,4895.853580610305,385.41364591994534,false,1
42003496101,2928,11880402.0,4967.850156753577,246.4563067815382,false,1
42003496102,4313,32616397.0,5014.3037547494305,132.23410298813815,false,1
42003415002,2550,13037170.0,5041.753578404885,195.59459606647764,false,1
42003415001,4725,32452893.0,5089.4362797040785,145.5956484372595,false,1
42003456003,7639,31614617.0,5159.547142597516,241.6287377449488,false,1
42003495000,3066,49019305.0,5400.737394963351,62.54678641404647,false,1
42003408002,6129,11667041.0,5432.268659261382,525.3260016828604,false,1
42003412004,4055,18597920.0,6562.304075471298,218.0351351118835,false,1
42003410000,1235,2308607.0,6566.514474467263,534.9546284837567,false,1
42003411002,5903,11741810.0,7450.164007504876,502.73339459589283,false,1
42003408001,5727,26228025.0,7980.426352454996,218.35422224891124,false,1
42003409002,5418,19790372.0,8141.332491457662,273.7694875063491,false,1
42003407002,6457,26237441.0,8426.320451537742,246.09869537200674,false,1
42003411001,4087,28251911.0,9434.406212794125,144.6627805106706,false,1
42003407001,5793,48681161.0,10248.884905115998,118.9988053078685,false,1
